DataStructure,Operation,Iteration,Block,Time
LinkedList,Dequeue,6,45,0.000215053
LinkedList,Dequeue,7,45,0.000246431
LinkedList,Dequeue,8,45,0.000198896
LinkedList,Dequeue,9,45,0.000187913
LinkedList,Dequeue,10,45,0.000167652
LinkedList,Dequeue,1,46,0.000209097
LinkedList,Dequeue,2,46,0.000223501
LinkedList,Dequeue,3,46,0.000626733
LinkedList,Dequeue,4,46,0.000211773
LinkedList,Dequeue,5,46,0.000667282
LinkedList,Dequeue,6,46,0.000223085
LinkedList,Dequeue,7,46,0.000281131
LinkedList,Dequeue,8,46,0.000257245
LinkedList,Dequeue,9,46,0.00017801
LinkedList,Dequeue,10,46,0.000642659
LinkedList,Dequeue,1,47,0.00017933
LinkedList,Dequeue,2,47,0.000210262
LinkedList,Dequeue,3,47,0.000223268
LinkedList,Dequeue,4,47,0.000203297
LinkedList,Dequeue,5,47,0.000183427
LinkedList,Dequeue,6,47,0.000213231
LinkedList,Dequeue,7,47,0.000277404
LinkedList,Dequeue,8,47,0.000216273
LinkedList,Dequeue,9,47,0.000172934
LinkedList,Dequeue,10,47,0.000195547
LinkedList,Dequeue,1,48,0.000232038
LinkedList,Dequeue,2,48,0.000220348
LinkedList,Dequeue,3,48,0.000195158
LinkedList,Dequeue,4,48,0.000212518
LinkedList,Dequeue,5,48,0.000224837
LinkedList,Dequeue,6,48,0.000200531
LinkedList,Dequeue,7,48,0.000228981
LinkedList,Dequeue,8,48,0.000238912
LinkedList,Dequeue,9,48,0.00018798
LinkedList,Dequeue,10,48,0.000161051
LinkedList,Dequeue,1,49,0.000606994
LinkedList,Dequeue,2,49,0.000678833
LinkedList,Dequeue,3,49,0.00017313
LinkedList,Dequeue,4,49,0.000213028
LinkedList,Dequeue,5,49,0.000178727
LinkedList,Dequeue,6,49,0.000221522
LinkedList,Dequeue,7,49,0.000706396
LinkedList,Dequeue,8,49,0.000203076
LinkedList,Dequeue,9,49,0.000168132
LinkedList,Dequeue,10,49,0.000167906
LinkedList,Dequeue,1,50,0.000221196
LinkedList,Dequeue,2,50,0.000197937
LinkedList,Dequeue,3,50,0.000189173
LinkedList,Dequeue,4,50,0.000194532
LinkedList,Dequeue,5,50,0.000226402
LinkedList,Dequeue,6,50,0.000190962
LinkedList,Dequeue,7,50,0.000240718
LinkedList,Dequeue,8,50,0.000225797
LinkedList,Dequeue,9,50,0.000151011
LinkedList,Dequeue,10,50,0.000197984
LinkedList,Dequeue,1,51,0.000196247
LinkedList,Dequeue,2,51,0.000230068
LinkedList,Dequeue,3,51,0.000200562
LinkedList,Dequeue,4,51,0.000230774
LinkedList,Dequeue,5,51,0.00019882
LinkedList,Dequeue,6,51,0.000214253
LinkedList,Dequeue,7,51,0.000252938
LinkedList,Dequeue,8,51,0.000207935
LinkedList,Dequeue,9,51,0.000176157
LinkedList,Dequeue,10,51,0.000177941
LinkedList,Dequeue,1,52,0.000171726
LinkedList,Dequeue,2,52,0.000185751
LinkedList,Dequeue,3,52,0.000180912
LinkedList,Dequeue,4,52,0.000680368
LinkedList,Dequeue,5,52,0.000199024
LinkedList,Dequeue,6,52,0.000664409
LinkedList,Dequeue,7,52,0.000240443
LinkedList,Dequeue,8,52,0.000616019
LinkedList,Dequeue,9,52,0.000544576
LinkedList,Dequeue,10,52,0.000172602
LinkedList,Dequeue,1,53,0.000188516
LinkedList,Dequeue,2,53,0.000179719
LinkedList,Dequeue,3,53,0.00018614
LinkedList,Dequeue,4,53,0.000201951
LinkedList,Dequeue,5,53,0.000184018
LinkedList,Dequeue,6,53,0.000172641
LinkedList,Dequeue,7,53,0.00023803
LinkedList,Dequeue,8,53,0.000176209
LinkedList,Dequeue,9,53,0.000145316
LinkedList,Dequeue,10,53,0.000170326
LinkedList,Dequeue,1,54,0.000230491
LinkedList,Dequeue,2,54,0.000227702
LinkedList,Dequeue,3,54,0.000224843
LinkedList,Dequeue,4,54,0.000223123
LinkedList,Dequeue,5,54,0.000225487
LinkedList,Dequeue,6,54,0.000213573
LinkedList,Dequeue,7,54,0.000259978
LinkedList,Dequeue,8,54,0.000195483
LinkedList,Dequeue,9,54,0.000174342
LinkedList,Dequeue,10,54,0.000227682
LinkedList,Dequeue,1,55,0.000167274
LinkedList,Dequeue,2,55,0.000188535
LinkedList,Dequeue,3,55,0.00018431
LinkedList,Dequeue,4,55,0.000188083
LinkedList,Dequeue,5,55,0.000193248
LinkedList,Dequeue,6,55,0.000181466
LinkedList,Dequeue,7,55,0.000262387
LinkedList,Dequeue,8,55,0.000206168
LinkedList,Dequeue,9,55,0.000147105
LinkedList,Dequeue,10,55,0.000185989
LinkedList,Dequeue,1,56,0.000167123
LinkedList,Dequeue,2,56,0.000190695
LinkedList,Dequeue,3,56,0.000188667
LinkedList,Dequeue,4,56,0.000215195
LinkedList,Dequeue,5,56,0.000181234
LinkedList,Dequeue,6,56,0.000199401
LinkedList,Dequeue,7,56,0.000272378
LinkedList,Dequeue,8,56,0.000191321
LinkedList,Dequeue,9,56,0.000165793
LinkedList,Dequeue,10,56,0.000165775
LinkedList,Dequeue,1,57,0.000196637
LinkedList,Dequeue,2,57,0.000207286
LinkedList,Dequeue,3,57,0.000213168
LinkedList,Dequeue,4,57,0.000214472
LinkedList,Dequeue,5,57,0.000198179
LinkedList,Dequeue,6,57,0.000217408
LinkedList,Dequeue,7,57,0.000247241
LinkedList,Dequeue,8,57,0.000226034
LinkedList,Dequeue,9,57,0.00017976
LinkedList,Dequeue,10,57,0.000205267
LinkedList,Dequeue,1,58,0.000186006
LinkedList,Dequeue,2,58,0.000205429
LinkedList,Dequeue,3,58,0.00020034
LinkedList,Dequeue,4,58,0.000194576
LinkedList,Dequeue,5,58,0.000218344
LinkedList,Dequeue,6,58,0.000184862
LinkedList,Dequeue,7,58,0.00026325
LinkedList,Dequeue,8,58,0.000174815
LinkedList,Dequeue,9,58,0.000150502
LinkedList,Dequeue,10,58,0.000180959
LinkedList,Dequeue,1,59,0.000171689
LinkedList,Dequeue,2,59,0.000206971
LinkedList,Dequeue,3,59,0.000181827
LinkedList,Dequeue,4,59,0.000192621
LinkedList,Dequeue,5,59,0.000192573
LinkedList,Dequeue,6,59,0.00019915
LinkedList,Dequeue,7,59,0.00028728
LinkedList,Dequeue,8,59,0.00021271
LinkedList,Dequeue,9,59,0.000192712
LinkedList,Dequeue,10,59,0.000165462
LinkedList,Dequeue,1,60,0.00015928
LinkedList,Dequeue,2,60,0.000187261
LinkedList,Dequeue,3,60,0.000165448
LinkedList,Dequeue,4,60,0.000174454
LinkedList,Dequeue,5,60,0.000174781
LinkedList,Dequeue,6,60,0.000173645
LinkedList,Dequeue,7,60,0.000228697
LinkedList,Dequeue,8,60,0.000207855
LinkedList,Dequeue,9,60,0.000143222
LinkedList,Dequeue,10,60,0.000148585
LinkedList,Dequeue,1,61,0.000176872
LinkedList,Dequeue,2,61,0.000182489
LinkedList,Dequeue,3,61,0.000186281
LinkedList,Dequeue,4,61,0.000207053
LinkedList,Dequeue,5,61,0.000185098
LinkedList,Dequeue,6,61,0.000165488
LinkedList,Dequeue,7,61,0.000256831
LinkedList,Dequeue,8,61,0.000172084
LinkedList,Dequeue,9,61,0.000157199
LinkedList,Dequeue,10,61,0.000180096
LinkedList,Dequeue,1,62,0.000189352
LinkedList,Dequeue,2,62,0.000208105
LinkedList,Dequeue,3,62,0.000185736
LinkedList,Dequeue,4,62,0.000198588
LinkedList,Dequeue,5,62,0.000238932
LinkedList,Dequeue,6,62,0.000189952
LinkedList,Dequeue,7,62,0.000290866
LinkedList,Dequeue,8,62,0.000208216
LinkedList,Dequeue,9,62,0.000181534
LinkedList,Dequeue,10,62,0.00017742
LinkedList,Dequeue,1,63,0.000157332
LinkedList,Dequeue,2,63,0.000177687
LinkedList,Dequeue,3,63,0.000214149
LinkedList,Dequeue,4,63,0.000177084
LinkedList,Dequeue,5,63,0.000173362
LinkedList,Dequeue,6,63,0.000164645
LinkedList,Dequeue,7,63,0.000233534
LinkedList,Dequeue,8,63,0.000184403
LinkedList,Dequeue,9,63,0.000147609
LinkedList,Dequeue,10,63,0.000196156
LinkedList,Dequeue,1,64,0.000192243
LinkedList,Dequeue,2,64,0.000208144
LinkedList,Dequeue,3,64,0.000194508
LinkedList,Dequeue,4,64,0.000184411
LinkedList,Dequeue,5,64,0.000182645
LinkedList,Dequeue,6,64,0.000174624
LinkedList,Dequeue,7,64,0.000259818
LinkedList,Dequeue,8,64,0.000178334
LinkedList,Dequeue,9,64,0.000156393
LinkedList,Dequeue,10,64,0.0001614
LinkedList,Dequeue,1,65,0.000185179
LinkedList,Dequeue,2,65,0.000215358
LinkedList,Dequeue,3,65,0.000220016
LinkedList,Dequeue,4,65,0.000207557
LinkedList,Dequeue,5,65,0.000192343
LinkedList,Dequeue,6,65,0.000204966
LinkedList,Dequeue,7,65,0.000256765
LinkedList,Dequeue,8,65,0.000194487
LinkedList,Dequeue,9,65,0.000183535
LinkedList,Dequeue,10,65,0.000195412
LinkedList,Dequeue,1,66,0.000164868
LinkedList,Dequeue,2,66,0.000188833
LinkedList,Dequeue,3,66,0.000168986
LinkedList,Dequeue,4,66,0.00017356
LinkedList,Dequeue,5,66,0.000195443
LinkedList,Dequeue,6,66,0.000170759
LinkedList,Dequeue,7,66,0.000255695
LinkedList,Dequeue,8,66,0.000192476
LinkedList,Dequeue,9,66,0.000171624
LinkedList,Dequeue,10,66,0.000160296
LinkedList,Dequeue,1,67,0.000189964
LinkedList,Dequeue,2,67,0.000176201
LinkedList,Dequeue,3,67,0.000184181
LinkedList,Dequeue,4,67,0.000188136
LinkedList,Dequeue,5,67,0.000183784
LinkedList,Dequeue,6,67,0.000157435
LinkedList,Dequeue,7,67,0.000228276
LinkedList,Dequeue,8,67,0.000179193
LinkedList,Dequeue,9,67,0.000142301
LinkedList,Dequeue,10,67,0.00015059
LinkedList,Dequeue,1,68,0.00017088
LinkedList,Dequeue,2,68,0.000217966
LinkedList,Dequeue,3,68,0.000602251
LinkedList,Dequeue,4,68,0.000195632
LinkedList,Dequeue,5,68,0.000695954
LinkedList,Dequeue,6,68,0.000209054
LinkedList,Dequeue,7,68,0.0002661
LinkedList,Dequeue,8,68,0.000187747
LinkedList,Dequeue,9,68,0.000188861
LinkedList,Dequeue,10,68,0.000593572
LinkedList,Dequeue,1,69,0.000155023
LinkedList,Dequeue,2,69,0.00018231
LinkedList,Dequeue,3,69,0.00019532
LinkedList,Dequeue,4,69,0.000172004
LinkedList,Dequeue,5,69,0.000169066
LinkedList,Dequeue,6,69,0.000157354
LinkedList,Dequeue,7,69,0.000255795
LinkedList,Dequeue,8,69,0.000188821
LinkedList,Dequeue,9,69,0.000141542
LinkedList,Dequeue,10,69,0.000156392
LinkedList,Dequeue,1,70,0.000185322
LinkedList,Dequeue,2,70,0.00019789
LinkedList,Dequeue,3,70,0.000183478
LinkedList,Dequeue,4,70,0.000195262
LinkedList,Dequeue,5,70,0.000190503
LinkedList,Dequeue,6,70,0.000173337
LinkedList,Dequeue,7,70,0.000254058
LinkedList,Dequeue,8,70,0.000187514
LinkedList,Dequeue,9,70,0.000161116
LinkedList,Dequeue,10,70,0.000202334
LinkedList,Dequeue,1,71,0.000729736
LinkedList,Dequeue,2,71,0.000615088
LinkedList,Dequeue,3,71,0.000170551
LinkedList,Dequeue,4,71,0.00018405
LinkedList,Dequeue,5,71,0.000177826
LinkedList,Dequeue,6,71,0.00016551
LinkedList,Dequeue,7,71,0.000665806
LinkedList,Dequeue,8,71,0.000168911
LinkedList,Dequeue,9,71,0.000143102
LinkedList,Dequeue,10,71,0.000173791
LinkedList,Dequeue,1,72,0.000258794
LinkedList,Dequeue,2,72,0.00018252
LinkedList,Dequeue,3,72,0.000183958
LinkedList,Dequeue,4,72,0.000175491
LinkedList,Dequeue,5,72,0.000170827
LinkedList,Dequeue,6,72,0.000176196
LinkedList,Dequeue,7,72,0.000241392
LinkedList,Dequeue,8,72,0.000193456
LinkedList,Dequeue,9,72,0.000164814
LinkedList,Dequeue,10,72,0.000159079
LinkedList,Dequeue,1,73,0.000318118
LinkedList,Dequeue,2,73,0.000196623
LinkedList,Dequeue,3,73,0.000218246
LinkedList,Dequeue,4,73,0.000671877
LinkedList,Dequeue,5,73,0.000212594
LinkedList,Dequeue,6,73,0.000680762
LinkedList,Dequeue,7,73,0.000179863
LinkedList,Dequeue,8,73,0.000726181
LinkedList,Dequeue,9,73,0.000736177
LinkedList,Dequeue,10,73,0.000177612
LinkedList,Dequeue,1,74,0.000257697
LinkedList,Dequeue,2,74,0.00017387
LinkedList,Dequeue,3,74,0.000171857
LinkedList,Dequeue,4,74,0.000166468
LinkedList,Dequeue,5,74,0.000174221
LinkedList,Dequeue,6,74,0.000163754
LinkedList,Dequeue,7,74,0.000171046
LinkedList,Dequeue,8,74,0.000169712
LinkedList,Dequeue,9,74,0.000148375
LinkedList,Dequeue,10,74,0.000185145
LinkedList,Dequeue,1,75,0.000269751
LinkedList,Dequeue,2,75,0.000177444
LinkedList,Dequeue,3,75,0.000155078
LinkedList,Dequeue,4,75,0.000178714
LinkedList,Dequeue,5,75,0.000174977
LinkedList,Dequeue,6,75,0.000163591
LinkedList,Dequeue,7,75,0.000163677
LinkedList,Dequeue,8,75,0.000162812
LinkedList,Dequeue,9,75,0.000161161
LinkedList,Dequeue,10,75,0.000151845
LinkedList,Dequeue,1,76,0.000327038
LinkedList,Dequeue,2,76,0.000205011
LinkedList,Dequeue,3,76,0.000172953
LinkedList,Dequeue,4,76,0.000182981
LinkedList,Dequeue,5,76,0.000205449
LinkedList,Dequeue,6,76,0.000210851
LinkedList,Dequeue,7,76,0.000197619
LinkedList,Dequeue,8,76,0.00023186
LinkedList,Dequeue,9,76,0.000179021
LinkedList,Dequeue,10,76,0.000181974
LinkedList,Dequeue,1,77,0.000240027
LinkedList,Dequeue,2,77,0.000153745
LinkedList,Dequeue,3,77,0.000176841
LinkedList,Dequeue,4,77,0.000178875
LinkedList,Dequeue,5,77,0.000166697
LinkedList,Dequeue,6,77,0.000150266
LinkedList,Dequeue,7,77,0.000149649
LinkedList,Dequeue,8,77,0.000160206
LinkedList,Dequeue,9,77,0.000159798
LinkedList,Dequeue,10,77,0.000163261
LinkedList,Dequeue,1,78,0.000248747
LinkedList,Dequeue,2,78,0.000161576
LinkedList,Dequeue,3,78,0.000142718
LinkedList,Dequeue,4,78,0.000167313
LinkedList,Dequeue,5,78,0.000188328
LinkedList,Dequeue,6,78,0.00015237
LinkedList,Dequeue,7,78,0.000167411
LinkedList,Dequeue,8,78,0.000160134
LinkedList,Dequeue,9,78,0.000139164
LinkedList,Dequeue,10,78,0.000172269
LinkedList,Dequeue,1,79,0.000294439
LinkedList,Dequeue,2,79,0.000171037
LinkedList,Dequeue,3,79,0.000166112
LinkedList,Dequeue,4,79,0.000207114
LinkedList,Dequeue,5,79,0.000191316
LinkedList,Dequeue,6,79,0.000192443
LinkedList,Dequeue,7,79,0.00017514
LinkedList,Dequeue,8,79,0.000203335
LinkedList,Dequeue,9,79,0.000156951
LinkedList,Dequeue,10,79,0.000159637
LinkedList,Dequeue,1,80,0.000241726
LinkedList,Dequeue,2,80,0.000177863
LinkedList,Dequeue,3,80,0.000182514
LinkedList,Dequeue,4,80,0.000151706
LinkedList,Dequeue,5,80,0.000168091
LinkedList,Dequeue,6,80,0.000155735
LinkedList,Dequeue,7,80,0.00017266
LinkedList,Dequeue,8,80,0.000164835
LinkedList,Dequeue,9,80,0.000158609
LinkedList,Dequeue,10,80,0.000140471
LinkedList,Dequeue,1,81,0.000308876
LinkedList,Dequeue,2,81,0.000184885
LinkedList,Dequeue,3,81,0.000171083
LinkedList,Dequeue,4,81,0.000169185
LinkedList,Dequeue,5,81,0.000184816
LinkedList,Dequeue,6,81,0.000191153
LinkedList,Dequeue,7,81,0.000171055
LinkedList,Dequeue,8,81,0.000196252
LinkedList,Dequeue,9,81,0.000163082
LinkedList,Dequeue,10,81,0.000164765
LinkedList,Dequeue,1,82,0.000263186
LinkedList,Dequeue,2,82,0.000165644
LinkedList,Dequeue,3,82,0.000159451
LinkedList,Dequeue,4,82,0.000178318
LinkedList,Dequeue,5,82,0.000180783
LinkedList,Dequeue,6,82,0.000160233
LinkedList,Dequeue,7,82,0.000162847
LinkedList,Dequeue,8,82,0.000180076
LinkedList,Dequeue,9,82,0.000162992
LinkedList,Dequeue,10,82,0.000166987
LinkedList,Dequeue,1,83,0.000252386
LinkedList,Dequeue,2,83,0.000174124
LinkedList,Dequeue,3,83,0.000184185
LinkedList,Dequeue,4,83,0.00016885
LinkedList,Dequeue,5,83,0.000177969
LinkedList,Dequeue,6,83,0.000173574
LinkedList,Dequeue,7,83,0.000178966
LinkedList,Dequeue,8,83,0.000178648
LinkedList,Dequeue,9,83,0.000139252
LinkedList,Dequeue,10,83,0.000193774
LinkedList,Dequeue,1,84,0.000310868
LinkedList,Dequeue,2,84,0.000193613
LinkedList,Dequeue,3,84,0.00018092
LinkedList,Dequeue,4,84,0.000185768
LinkedList,Dequeue,5,84,0.000196196
LinkedList,Dequeue,6,84,0.000167504
LinkedList,Dequeue,7,84,0.000172033
LinkedList,Dequeue,8,84,0.000179872
LinkedList,Dequeue,9,84,0.000179363
LinkedList,Dequeue,10,84,0.000176889
LinkedList,Dequeue,1,85,0.000304166
LinkedList,Dequeue,2,85,0.000180118
LinkedList,Dequeue,3,85,0.000155253
LinkedList,Dequeue,4,85,0.000174662
LinkedList,Dequeue,5,85,0.000175465
LinkedList,Dequeue,6,85,0.000179701
LinkedList,Dequeue,7,85,0.000198859
LinkedList,Dequeue,8,85,0.000169856
LinkedList,Dequeue,9,85,0.000148681
LinkedList,Dequeue,10,85,0.000171157
LinkedList,Dequeue,1,86,0.000287617
LinkedList,Dequeue,2,86,0.000159501
LinkedList,Dequeue,3,86,0.000207449
LinkedList,Dequeue,4,86,0.000186674
LinkedList,Dequeue,5,86,0.000179816
LinkedList,Dequeue,6,86,0.000152816
LinkedList,Dequeue,7,86,0.000179573
LinkedList,Dequeue,8,86,0.000184231
LinkedList,Dequeue,9,86,0.000172791
LinkedList,Dequeue,10,86,0.000157825
LinkedList,Dequeue,1,87,0.00032356
LinkedList,Dequeue,2,87,0.000205072
LinkedList,Dequeue,3,87,0.000158545
LinkedList,Dequeue,4,87,0.000176459
LinkedList,Dequeue,5,87,0.000186874
LinkedList,Dequeue,6,87,0.000172169
LinkedList,Dequeue,7,87,0.000181324
LinkedList,Dequeue,8,87,0.000180893
LinkedList,Dequeue,9,87,0.00015378
LinkedList,Dequeue,10,87,0.000170169
LinkedList,Dequeue,1,88,0.000233511
LinkedList,Dequeue,2,88,0.000186139
LinkedList,Dequeue,3,88,0.000148834
LinkedList,Dequeue,4,88,0.000162951
LinkedList,Dequeue,5,88,0.000189362
LinkedList,Dequeue,6,88,0.000189745
LinkedList,Dequeue,7,88,0.000175904
LinkedList,Dequeue,8,88,0.000192631
LinkedList,Dequeue,9,88,0.000157491
LinkedList,Dequeue,10,88,0.000141285
LinkedList,Dequeue,1,89,0.000290454
LinkedList,Dequeue,2,89,0.000201772
LinkedList,Dequeue,3,89,0.000185523
LinkedList,Dequeue,4,89,0.000173859
LinkedList,Dequeue,5,89,0.000195587
LinkedList,Dequeue,6,89,0.000169843
LinkedList,Dequeue,7,89,0.000207335
LinkedList,Dequeue,8,89,0.000182696
LinkedList,Dequeue,9,89,0.000188227
LinkedList,Dequeue,10,89,0.000158385
LinkedList,Dequeue,1,90,0.000281159
LinkedList,Dequeue,2,90,0.000159079
LinkedList,Dequeue,3,90,0.000644936
LinkedList,Dequeue,4,90,0.000189758
LinkedList,Dequeue,5,90,0.000637743
LinkedList,Dequeue,6,90,0.000170056
LinkedList,Dequeue,7,90,0.000163576
LinkedList,Dequeue,8,90,0.000172614
LinkedList,Dequeue,9,90,0.000147379
LinkedList,Dequeue,10,90,0.000602785
LinkedList,Dequeue,1,91,0.000288618
LinkedList,Dequeue,2,91,0.000167616
LinkedList,Dequeue,3,91,0.000172867
LinkedList,Dequeue,4,91,0.000154015
LinkedList,Dequeue,5,91,0.000166288
LinkedList,Dequeue,6,91,0.000178583
LinkedList,Dequeue,7,91,0.000165654
LinkedList,Dequeue,8,91,0.000170247
LinkedList,Dequeue,9,91,0.000183525
LinkedList,Dequeue,10,91,0.000158429
LinkedList,Dequeue,1,92,0.000758368
LinkedList,Dequeue,2,92,0.000622819
LinkedList,Dequeue,3,92,0.000189158
LinkedList,Dequeue,4,92,0.0002182
LinkedList,Dequeue,5,92,0.000185872
LinkedList,Dequeue,6,92,0.000186337
LinkedList,Dequeue,7,92,0.000633992
LinkedList,Dequeue,8,92,0.000218558
LinkedList,Dequeue,9,92,0.000164936
LinkedList,Dequeue,10,92,0.000202892
LinkedList,Dequeue,1,93,0.000333455
LinkedList,Dequeue,2,93,0.000190767
LinkedList,Dequeue,3,93,0.00017634
LinkedList,Dequeue,4,93,0.000178321
LinkedList,Dequeue,5,93,0.000180494
LinkedList,Dequeue,6,93,0.000150539
LinkedList,Dequeue,7,93,0.000181327
LinkedList,Dequeue,8,93,0.00018565
LinkedList,Dequeue,9,93,0.000138729
LinkedList,Dequeue,10,93,0.000181479
LinkedList,Dequeue,1,94,0.000296958
LinkedList,Dequeue,2,94,0.000169688
LinkedList,Dequeue,3,94,0.000235961
LinkedList,Dequeue,4,94,0.000201891
LinkedList,Dequeue,5,94,0.000175869
LinkedList,Dequeue,6,94,0.000223005
LinkedList,Dequeue,7,94,0.000193061
LinkedList,Dequeue,8,94,0.000195762
LinkedList,Dequeue,9,94,0.000174719
LinkedList,Dequeue,10,94,0.0001651
LinkedList,Dequeue,1,95,0.000413564
LinkedList,Dequeue,2,95,0.000419279
LinkedList,Dequeue,3,95,0.0005144
LinkedList,Dequeue,4,95,0.000952476
LinkedList,Dequeue,5,95,0.000464515
LinkedList,Dequeue,6,95,0.000805318
LinkedList,Dequeue,7,95,0.000484101
LinkedList,Dequeue,8,95,0.000988626
LinkedList,Dequeue,9,95,0.000804356
LinkedList,Dequeue,10,95,0.000368563
LinkedList,Dequeue,1,96,0.000345313
LinkedList,Dequeue,2,96,0.000457071
LinkedList,Dequeue,3,96,0.000445891
LinkedList,Dequeue,4,96,0.000483658
LinkedList,Dequeue,5,96,0.000443272
LinkedList,Dequeue,6,96,0.000516701
LinkedList,Dequeue,7,96,0.000477735
LinkedList,Dequeue,8,96,0.000440245
LinkedList,Dequeue,9,96,0.000410132
LinkedList,Dequeue,10,96,0.000443642
LinkedList,Dequeue,1,97,0.00071052
LinkedList,Dequeue,2,97,0.000471488
LinkedList,Dequeue,3,97,0.000503558
LinkedList,Dequeue,4,97,0.00047048
LinkedList,Dequeue,5,97,0.000440729
LinkedList,Dequeue,6,97,0.000586803
LinkedList,Dequeue,7,97,0.00047705
LinkedList,Dequeue,8,97,0.000446622
LinkedList,Dequeue,9,97,0.000393147
LinkedList,Dequeue,10,97,0.000465286
LinkedList,Dequeue,1,98,0.000850521
LinkedList,Dequeue,2,98,0.000485569
LinkedList,Dequeue,3,98,0.000492402
LinkedList,Dequeue,4,98,0.000510095
LinkedList,Dequeue,5,98,0.000501487
LinkedList,Dequeue,6,98,0.000580601
LinkedList,Dequeue,7,98,0.000481807
LinkedList,Dequeue,8,98,0.000488478
LinkedList,Dequeue,9,98,0.000476281
LinkedList,Dequeue,10,98,0.000520417
LinkedList,Dequeue,1,99,0.000851347
LinkedList,Dequeue,2,99,0.000594734
LinkedList,Dequeue,3,99,0.000570636
LinkedList,Dequeue,4,99,0.000653907
LinkedList,Dequeue,5,99,0.00058128
LinkedList,Dequeue,6,99,0.000670777
LinkedList,Dequeue,7,99,0.000600187
LinkedList,Dequeue,8,99,0.000662851
LinkedList,Dequeue,9,99,0.000574332
LinkedList,Dequeue,10,99,0.000618334
LinkedList,Dequeue,1,100,0.001278862
LinkedList,Dequeue,2,100,0.001034773
LinkedList,Dequeue,3,100,0.00108184
LinkedList,Dequeue,4,100,0.001067815
LinkedList,Dequeue,5,100,0.001020766
LinkedList,Dequeue,6,100,0.001182548
LinkedList,Dequeue,7,100,0.001138367
LinkedList,Dequeue,8,100,0.001048743
LinkedList,Dequeue,9,100,0.001291668
LinkedList,Dequeue,10,100,0.001152431
Tree,Dequeue,1,1,0.000271435
Tree,Dequeue,2,1,0.000303657
Tree,Dequeue,3,1,0.000311084
Tree,Dequeue,4,1,0.00026682
Tree,Dequeue,5,1,0.000307173
Tree,Dequeue,6,1,0.000318731
Tree,Dequeue,7,1,0.000269221
Tree,Dequeue,8,1,0.000232761
Tree,Dequeue,9,1,0.000287293
Tree,Dequeue,10,1,0.000260732
Tree,Dequeue,1,2,0.000641143
Tree,Dequeue,2,2,0.000271714
Tree,Dequeue,3,2,0.000665487
Tree,Dequeue,4,2,0.000281563
Tree,Dequeue,5,2,0.000720596
Tree,Dequeue,6,2,0.000691057
Tree,Dequeue,7,2,0.000242288
Tree,Dequeue,8,2,0.000280028
Tree,Dequeue,9,2,0.000278466
Tree,Dequeue,10,2,0.000251394
Tree,Dequeue,1,3,0.00024216
Tree,Dequeue,2,3,0.000249792
Tree,Dequeue,3,3,0.000279844
Tree,Dequeue,4,3,0.000260518
Tree,Dequeue,5,3,0.000304507
Tree,Dequeue,6,3,0.000260883
Tree,Dequeue,7,3,0.000226428
Tree,Dequeue,8,3,0.000247956
Tree,Dequeue,9,3,0.0002498
Tree,Dequeue,10,3,0.000223861
Tree,Dequeue,1,4,0.000274326
Tree,Dequeue,2,4,0.00028703
Tree,Dequeue,3,4,0.000284987
Tree,Dequeue,4,4,0.00027987
Tree,Dequeue,5,4,0.000278901
Tree,Dequeue,6,4,0.000288132
Tree,Dequeue,7,4,0.000299911
Tree,Dequeue,8,4,0.00065056
Tree,Dequeue,9,4,0.000313829
Tree,Dequeue,10,4,0.000261341
Tree,Dequeue,1,5,0.000284597
Tree,Dequeue,2,5,0.000272065
Tree,Dequeue,3,5,0.000302853
Tree,Dequeue,4,5,0.000287467
Tree,Dequeue,5,5,0.000322188
Tree,Dequeue,6,5,0.000302649
Tree,Dequeue,7,5,0.000305979
Tree,Dequeue,8,5,0.000315538
Tree,Dequeue,9,5,0.000329246
Tree,Dequeue,10,5,0.000309585
Tree,Dequeue,1,6,0.000266303
Tree,Dequeue,2,6,0.000253464
Tree,Dequeue,3,6,0.000281638
Tree,Dequeue,4,6,0.000262347
Tree,Dequeue,5,6,0.000282116
Tree,Dequeue,6,6,0.000296739
Tree,Dequeue,7,6,0.000267892
Tree,Dequeue,8,6,0.000294063
Tree,Dequeue,9,6,0.000288518
Tree,Dequeue,10,6,0.000270623
Tree,Dequeue,1,7,0.000265262
Tree,Dequeue,2,7,0.00026179
Tree,Dequeue,3,7,0.000291467
Tree,Dequeue,4,7,0.000275815
Tree,Dequeue,5,7,0.000289605
Tree,Dequeue,6,7,0.00046049
Tree,Dequeue,7,7,0.000281966
Tree,Dequeue,8,7,0.000307498
Tree,Dequeue,9,7,0.000303597
Tree,Dequeue,10,7,0.000290388
Tree,Dequeue,1,8,0.000328158
Tree,Dequeue,2,8,0.000319834
Tree,Dequeue,3,8,0.000275775
Tree,Dequeue,4,8,0.000277463
Tree,Dequeue,5,8,0.000320317
Tree,Dequeue,6,8,0.000438572
Tree,Dequeue,7,8,0.000313645
Tree,Dequeue,8,8,0.000311643
Tree,Dequeue,9,8,0.000349887
Tree,Dequeue,10,8,0.000349608
Tree,Dequeue,1,9,0.00031042
Tree,Dequeue,2,9,0.000309088
Tree,Dequeue,3,9,0.000328904
Tree,Dequeue,4,9,0.000315996
Tree,Dequeue,5,9,0.000327835
Tree,Dequeue,6,9,0.000318358
Tree,Dequeue,7,9,0.000314529
Tree,Dequeue,8,9,0.000323592
