DataStructure,Operation,Iteration,Block,Time
Array,Enqueue,7,29,0.055118851
Array,Enqueue,8,29,0.055526051
Array,Enqueue,9,29,0.054786925
Array,Enqueue,10,29,0.05552226
Array,Enqueue,1,30,0.057074635
Array,Enqueue,2,30,0.056896423
Array,Enqueue,3,30,0.057413454
Array,Enqueue,4,30,0.06143619
Array,Enqueue,5,30,0.057850612
Array,Enqueue,6,30,0.056859392
Array,Enqueue,7,30,0.056273184
Array,Enqueue,8,30,0.057562061
Array,Enqueue,9,30,0.057441548
Array,Enqueue,10,30,0.057441931
Array,Enqueue,1,31,0.058306268
Array,Enqueue,2,31,0.058115955
Array,Enqueue,3,31,0.058957546
Array,Enqueue,4,31,0.063555943
Array,Enqueue,5,31,0.058952342
Array,Enqueue,6,31,0.059073831
Array,Enqueue,7,31,0.059437091
Array,Enqueue,8,31,0.05871624
Array,Enqueue,9,31,0.058619849
Array,Enqueue,10,31,0.058328763
Array,Enqueue,1,32,0.060821322
Array,Enqueue,2,32,0.060191926
Array,Enqueue,3,32,0.060567645
Array,Enqueue,4,32,0.065564667
Array,Enqueue,5,32,0.060414093
Array,Enqueue,6,32,0.06058622
Array,Enqueue,7,32,0.059989158
Array,Enqueue,8,32,0.061196306
Array,Enqueue,9,32,0.060172628
Array,Enqueue,10,32,0.061036795
Array,Enqueue,1,33,0.066106489
Array,Enqueue,2,33,0.065060462
Array,Enqueue,3,33,0.064937947
Array,Enqueue,4,33,0.066944121
Array,Enqueue,5,33,0.065937267
Array,Enqueue,6,33,0.065178161
Array,Enqueue,7,33,0.065074321
Array,Enqueue,8,33,0.065625998
Array,Enqueue,9,33,0.065181654
Array,Enqueue,10,33,0.065715139
Array,Enqueue,1,34,0.06430992
Array,Enqueue,2,34,0.063914792
Array,Enqueue,3,34,0.064378836
Array,Enqueue,4,34,0.064818699
Array,Enqueue,5,34,0.064293184
Array,Enqueue,6,34,0.064256545
Array,Enqueue,7,34,0.064675185
Array,Enqueue,8,34,0.064909399
Array,Enqueue,9,34,0.064219462
Array,Enqueue,10,34,0.064436582
Array,Enqueue,1,35,0.068354955
Array,Enqueue,2,35,0.065511183
Array,Enqueue,3,35,0.066307714
Array,Enqueue,4,35,0.067686066
Array,Enqueue,5,35,0.066028368
Array,Enqueue,6,35,0.065813684
Array,Enqueue,7,35,0.066532496
Array,Enqueue,8,35,0.067206267
Array,Enqueue,9,35,0.066128194
Array,Enqueue,10,35,0.066112565
Array,Enqueue,1,36,0.068491762
Array,Enqueue,2,36,0.069039645
Array,Enqueue,3,36,0.068272303
Array,Enqueue,4,36,0.067885854
Array,Enqueue,5,36,0.069397815
Array,Enqueue,6,36,0.06973393
Array,Enqueue,7,36,0.068884342
Array,Enqueue,8,36,0.06870474
Array,Enqueue,9,36,0.068531731
Array,Enqueue,10,36,0.068916831
Array,Enqueue,1,37,0.072530173
Array,Enqueue,2,37,0.072695641
Array,Enqueue,3,37,0.074202378
Array,Enqueue,4,37,0.074390384
Array,Enqueue,5,37,0.072846118
Array,Enqueue,6,37,0.072779546
Array,Enqueue,7,37,0.072895449
Array,Enqueue,8,37,0.073677328
Array,Enqueue,9,37,0.07290044
Array,Enqueue,10,37,0.074622102
Array,Enqueue,1,38,0.071348852
Array,Enqueue,2,38,0.071491125
Array,Enqueue,3,38,0.071689032
Array,Enqueue,4,38,0.075108047
Array,Enqueue,5,38,0.071339073
Array,Enqueue,6,38,0.071704817
Array,Enqueue,7,38,0.071373918
Array,Enqueue,8,38,0.073806898
Array,Enqueue,9,38,0.071719438
Array,Enqueue,10,38,0.071933567
Array,Enqueue,1,39,0.073351771
Array,Enqueue,2,39,0.073132857
Array,Enqueue,3,39,0.073003881
Array,Enqueue,4,39,0.073750286
Array,Enqueue,5,39,0.073085344
Array,Enqueue,6,39,0.073464454
Array,Enqueue,7,39,0.073703332
Array,Enqueue,8,39,0.075606143
Array,Enqueue,9,39,0.073457088
Array,Enqueue,10,39,0.073862004
Array,Enqueue,1,40,0.07900509
Array,Enqueue,2,40,0.078294312
Array,Enqueue,3,40,0.079037334
Array,Enqueue,4,40,0.128997758
Array,Enqueue,5,40,0.078633212
Array,Enqueue,6,40,0.07843599
Array,Enqueue,7,40,0.078860996
Array,Enqueue,8,40,0.079376076
Array,Enqueue,9,40,0.078277831
Array,Enqueue,10,40,0.07877026
Array,Enqueue,1,41,0.077022852
Array,Enqueue,2,41,0.076793649
Array,Enqueue,3,41,0.077415025
Array,Enqueue,4,41,0.101255483
Array,Enqueue,5,41,0.076931054
Array,Enqueue,6,41,0.077608578
Array,Enqueue,7,41,0.077204637
Array,Enqueue,8,41,0.077707633
Array,Enqueue,9,41,0.076767872
Array,Enqueue,10,41,0.078198041
Array,Enqueue,1,42,0.079500347
Array,Enqueue,2,42,0.078776505
Array,Enqueue,3,42,0.078640253
Array,Enqueue,4,42,0.092550552
Array,Enqueue,5,42,0.079255323
Array,Enqueue,6,42,0.079165716
Array,Enqueue,7,42,0.07935078
Array,Enqueue,8,42,0.079544182
Array,Enqueue,9,42,0.078997704
Array,Enqueue,10,42,0.079567515
Array,Enqueue,1,43,0.085871186
Array,Enqueue,2,43,0.085861235
Array,Enqueue,3,43,0.085767814
Array,Enqueue,4,43,0.099481995
Array,Enqueue,5,43,0.084992766
Array,Enqueue,6,43,0.085596538
Array,Enqueue,7,43,0.084680815
Array,Enqueue,8,43,0.08639993
Array,Enqueue,9,43,0.085555818
Array,Enqueue,10,43,0.08425883
Array,Enqueue,1,44,0.082673399
Array,Enqueue,2,44,0.082802997
Array,Enqueue,3,44,0.083160277
Array,Enqueue,4,44,0.102299504
Array,Enqueue,5,44,0.083046934
Array,Enqueue,6,44,0.083497347
Array,Enqueue,7,44,0.080287043
Array,Enqueue,8,44,0.085088556
Array,Enqueue,9,44,0.083225833
Array,Enqueue,10,44,0.09165237
Array,Enqueue,1,45,0.085462514
Array,Enqueue,2,45,0.085449348
Array,Enqueue,3,45,0.084575587
Array,Enqueue,4,45,0.095121486
Array,Enqueue,5,45,0.084693808
Array,Enqueue,6,45,0.085980978
Array,Enqueue,7,45,0.084626424
Array,Enqueue,8,45,0.086767763
Array,Enqueue,9,45,0.084701884
Array,Enqueue,10,45,0.085863032
Array,Enqueue,1,46,0.090573271
Array,Enqueue,2,46,0.091875113
Array,Enqueue,3,46,0.09169053
Array,Enqueue,4,46,0.105947799
Array,Enqueue,5,46,0.090574495
Array,Enqueue,6,46,0.091113063
Array,Enqueue,7,46,0.09105087
Array,Enqueue,8,46,0.091787157
Array,Enqueue,9,46,0.091666418
Array,Enqueue,10,46,0.087273518
Array,Enqueue,1,47,0.092957975
Array,Enqueue,2,47,0.091055178
Array,Enqueue,3,47,0.092831701
Array,Enqueue,4,47,0.10983614
Array,Enqueue,5,47,0.093536552
Array,Enqueue,6,47,0.092350484
Array,Enqueue,7,47,0.093083418
Array,Enqueue,8,47,0.093341632
Array,Enqueue,9,47,0.092186905
Array,Enqueue,10,47,0.091825757
Array,Enqueue,1,48,0.092014617
Array,Enqueue,2,48,0.090768381
Array,Enqueue,3,48,0.091132593
Array,Enqueue,4,48,0.09766242
Array,Enqueue,5,48,0.090728598
Array,Enqueue,6,48,0.090283616
Array,Enqueue,7,48,0.090947925
Array,Enqueue,8,48,0.091606242
Array,Enqueue,9,48,0.089777796
Array,Enqueue,10,48,0.091430009
Array,Enqueue,1,49,0.092619781
Array,Enqueue,2,49,0.091892566
Array,Enqueue,3,49,0.092454291
Array,Enqueue,4,49,0.114822311
Array,Enqueue,5,49,0.092348896
Array,Enqueue,6,49,0.094215031
Array,Enqueue,7,49,0.092882665
Array,Enqueue,8,49,0.092786601
Array,Enqueue,9,49,0.092332413
Array,Enqueue,10,49,0.092719692
Array,Enqueue,1,50,0.104490608
Array,Enqueue,2,50,0.106480788
Array,Enqueue,3,50,0.105680122
Array,Enqueue,4,50,0.112612497
Array,Enqueue,5,50,0.106387628
Array,Enqueue,6,50,0.097425514
Array,Enqueue,7,50,0.105875211
Array,Enqueue,8,50,0.106759651
Array,Enqueue,9,50,0.106168049
Array,Enqueue,10,50,0.096364614
Array,Enqueue,1,51,0.112087056
Array,Enqueue,2,51,0.111427001
Array,Enqueue,3,51,0.11257458
Array,Enqueue,4,51,0.105178807
Array,Enqueue,5,51,0.11296807
Array,Enqueue,6,51,0.095005386
Array,Enqueue,7,51,0.11254896
Array,Enqueue,8,51,0.113241713
Array,Enqueue,9,51,0.111655832
Array,Enqueue,10,51,0.096123506
Array,Enqueue,1,52,0.106534546
Array,Enqueue,2,52,0.107698394
Array,Enqueue,3,52,0.108374429
Array,Enqueue,4,52,0.111363166
Array,Enqueue,5,52,0.108329712
Array,Enqueue,6,52,0.098046623
Array,Enqueue,7,52,0.108226012
Array,Enqueue,8,52,0.108063503
Array,Enqueue,9,52,0.108470046
Array,Enqueue,10,52,0.098786828
Array,Enqueue,1,53,0.100240727
Array,Enqueue,2,53,0.099604108
Array,Enqueue,3,53,0.100181854
Array,Enqueue,4,53,0.121710201
Array,Enqueue,5,53,0.100181574
Array,Enqueue,6,53,0.104937358
Array,Enqueue,7,53,0.100193034
Array,Enqueue,8,53,0.100454643
Array,Enqueue,9,53,0.099694743
Array,Enqueue,10,53,0.104711711
Array,Enqueue,1,54,0.101866499
Array,Enqueue,2,54,0.101724936
Array,Enqueue,3,54,0.102738082
Array,Enqueue,4,54,0.110248427
Array,Enqueue,5,54,0.10167902
Array,Enqueue,6,54,0.102675233
Array,Enqueue,7,54,0.102741958
Array,Enqueue,8,54,0.103023623
Array,Enqueue,9,54,0.102237194
Array,Enqueue,10,54,0.10250108
Array,Enqueue,1,55,0.103589082
Array,Enqueue,2,55,0.103283359
Array,Enqueue,3,55,0.103831608
Array,Enqueue,4,55,0.123620994
Array,Enqueue,5,55,0.103429074
Array,Enqueue,6,55,0.106030214
Array,Enqueue,7,55,0.103994418
Array,Enqueue,8,55,0.104333656
Array,Enqueue,9,55,0.103442448
Array,Enqueue,10,55,0.10391904
Array,Enqueue,1,56,0.109645131
Array,Enqueue,2,56,0.108132796
Array,Enqueue,3,56,0.108768888
Array,Enqueue,4,56,0.121926248
Array,Enqueue,5,56,0.108227781
Array,Enqueue,6,56,0.125364598
Array,Enqueue,7,56,0.108458968
Array,Enqueue,8,56,0.109277679
Array,Enqueue,9,56,0.108767776
Array,Enqueue,10,56,0.118246148
Array,Enqueue,1,57,0.108606412
Array,Enqueue,2,57,0.107405923
Array,Enqueue,3,57,0.106835257
Array,Enqueue,4,57,0.116470864
Array,Enqueue,5,57,0.107233079
Array,Enqueue,6,57,0.11857768
Array,Enqueue,7,57,0.107946368
Array,Enqueue,8,57,0.107353972
Array,Enqueue,9,57,0.107719935
Array,Enqueue,10,57,0.125446916
Array,Enqueue,1,58,0.108857353
Array,Enqueue,2,58,0.10836334
Array,Enqueue,3,58,0.108696822
Array,Enqueue,4,58,0.134951444
Array,Enqueue,5,58,0.109057129
Array,Enqueue,6,58,0.111414665
Array,Enqueue,7,58,0.108665471
Array,Enqueue,8,58,0.10991607
Array,Enqueue,9,58,0.108729828
Array,Enqueue,10,58,0.109402111
Array,Enqueue,1,59,0.110812042
Array,Enqueue,2,59,0.110531064
Array,Enqueue,3,59,0.110906015
Array,Enqueue,4,59,0.117856316
Array,Enqueue,5,59,0.110339578
Array,Enqueue,6,59,0.113494766
Array,Enqueue,7,59,0.110518686
Array,Enqueue,8,59,0.111789246
Array,Enqueue,9,59,0.110971359
Array,Enqueue,10,59,0.110416128
Array,Enqueue,1,60,0.112286371
Array,Enqueue,2,60,0.115089639
Array,Enqueue,3,60,0.11295279
Array,Enqueue,4,60,0.133260702
Array,Enqueue,5,60,0.112976622
Array,Enqueue,6,60,0.115391927
Array,Enqueue,7,60,0.113658657
Array,Enqueue,8,60,0.112548519
Array,Enqueue,9,60,0.111626475
Array,Enqueue,10,60,0.113114151
Array,Enqueue,1,61,0.116346115
Array,Enqueue,2,61,0.115161043
Array,Enqueue,3,61,0.117538469
Array,Enqueue,4,61,0.128742216
Array,Enqueue,5,61,0.117326324
Array,Enqueue,6,61,0.118919602
Array,Enqueue,7,61,0.118221672
Array,Enqueue,8,61,0.118178064
Array,Enqueue,9,61,0.117612097
Array,Enqueue,10,61,0.117519858
Array,Enqueue,1,62,0.116090972
Array,Enqueue,2,62,0.115907115
Array,Enqueue,3,62,0.116606576
Array,Enqueue,4,62,0.134933503
Array,Enqueue,5,62,0.116893301
Array,Enqueue,6,62,0.11937878
Array,Enqueue,7,62,0.116138551
Array,Enqueue,8,62,0.116906221
Array,Enqueue,9,62,0.116360319
Array,Enqueue,10,62,0.116644469
Array,Enqueue,1,63,0.117090432
Array,Enqueue,2,63,0.117838038
Array,Enqueue,3,63,0.119254915
Array,Enqueue,4,63,0.134094792
Array,Enqueue,5,63,0.118044825
Array,Enqueue,6,63,0.120902255
Array,Enqueue,7,63,0.117729595
Array,Enqueue,8,63,0.118722666
Array,Enqueue,9,63,0.11751655
Array,Enqueue,10,63,0.11763578
Array,Enqueue,1,64,0.121046565
Array,Enqueue,2,64,0.121361985
Array,Enqueue,3,64,0.121432952
Array,Enqueue,4,64,0.136230615
Array,Enqueue,5,64,0.116207189
Array,Enqueue,6,64,0.124624851
Array,Enqueue,7,64,0.122273472
Array,Enqueue,8,64,0.121379708
Array,Enqueue,9,64,0.120568326
Array,Enqueue,10,64,0.12010258
Array,Enqueue,1,65,0.121843972
Array,Enqueue,2,65,0.120258376
Array,Enqueue,3,65,0.121320386
Array,Enqueue,4,65,0.142817064
Array,Enqueue,5,65,0.117267566
Array,Enqueue,6,65,0.12256748
Array,Enqueue,7,65,0.120843321
Array,Enqueue,8,65,0.121903876
Array,Enqueue,9,65,0.121486011
Array,Enqueue,10,65,0.127593516
Array,Enqueue,1,66,0.124085127
Array,Enqueue,2,66,0.123263633
Array,Enqueue,3,66,0.123824041
Array,Enqueue,4,66,0.136455449
Array,Enqueue,5,66,0.122722722
Array,Enqueue,6,66,0.123517307
Array,Enqueue,7,66,0.122650201
Array,Enqueue,8,66,0.123608909
Array,Enqueue,9,66,0.122957544
Array,Enqueue,10,66,0.123251742
Array,Enqueue,1,67,0.124789324
Array,Enqueue,2,67,0.12447901
Array,Enqueue,3,67,0.125247447
Array,Enqueue,4,67,0.147144039
Array,Enqueue,5,67,0.124830126
Array,Enqueue,6,67,0.127213011
Array,Enqueue,7,67,0.12469383
Array,Enqueue,8,67,0.126302151
Array,Enqueue,9,67,0.126625599
Array,Enqueue,10,67,0.125463995
Array,Enqueue,1,68,0.129805062
Array,Enqueue,2,68,0.128377502
Array,Enqueue,3,68,0.128954123
Array,Enqueue,4,68,0.142645366
Array,Enqueue,5,68,0.128292745
Array,Enqueue,6,68,0.126136945
Array,Enqueue,7,68,0.130448211
Array,Enqueue,8,68,0.130851061
Array,Enqueue,9,68,0.128449139
Array,Enqueue,10,68,0.129125606
Array,Enqueue,1,69,0.129417013
Array,Enqueue,2,69,0.128163747
Array,Enqueue,3,69,0.128719256
Array,Enqueue,4,69,0.143666499
Array,Enqueue,5,69,0.129614729
Array,Enqueue,6,69,0.12824558
Array,Enqueue,7,69,0.129096525
Array,Enqueue,8,69,0.129641488
Array,Enqueue,9,69,0.129327971
Array,Enqueue,10,69,0.131411201
Array,Enqueue,1,70,0.131023677
Array,Enqueue,2,70,0.131406063
Array,Enqueue,3,70,0.130666442
Array,Enqueue,4,70,0.142997634
Array,Enqueue,5,70,0.131323039
Array,Enqueue,6,70,0.132774688
Array,Enqueue,7,70,0.131391233
Array,Enqueue,8,70,0.132932572
Array,Enqueue,9,70,0.131032878
Array,Enqueue,10,70,0.137372123
Array,Enqueue,1,71,0.133661477
Array,Enqueue,2,71,0.133796809
Array,Enqueue,3,71,0.134242798
Array,Enqueue,4,71,0.146157518
Array,Enqueue,5,71,0.135687694
Array,Enqueue,6,71,0.131803499
Array,Enqueue,7,71,0.133409925
Array,Enqueue,8,71,0.134945795
Array,Enqueue,9,71,0.133441902
Array,Enqueue,10,71,0.141481161
Array,Enqueue,1,72,0.134532881
Array,Enqueue,2,72,0.133358056
Array,Enqueue,3,72,0.133453303
Array,Enqueue,4,72,0.161837016
Array,Enqueue,5,72,0.134020197
Array,Enqueue,6,72,0.13516153
Array,Enqueue,7,72,0.134254624
Array,Enqueue,8,72,0.134157712
Array,Enqueue,9,72,0.134322437
Array,Enqueue,10,72,0.142157457
Array,Enqueue,1,73,0.135345968
Array,Enqueue,2,73,0.135760134
Array,Enqueue,3,73,0.13640562
Array,Enqueue,4,73,0.144665188
Array,Enqueue,5,73,0.136090933
Array,Enqueue,6,73,0.135851039
Array,Enqueue,7,73,0.135480457
Array,Enqueue,8,73,0.136668543
Array,Enqueue,9,73,0.136679969
Array,Enqueue,10,73,0.142146262
Array,Enqueue,1,74,0.139282979
Array,Enqueue,2,74,0.13844816
Array,Enqueue,3,74,0.139470775
Array,Enqueue,4,74,0.144539207
Array,Enqueue,5,74,0.138372009
Array,Enqueue,6,74,0.139358429
Array,Enqueue,7,74,0.138132176
Array,Enqueue,8,74,0.140462266
Array,Enqueue,9,74,0.138731362
Array,Enqueue,10,74,0.146001484
Array,Enqueue,1,75,0.139449536
Array,Enqueue,2,75,0.138886144
Array,Enqueue,3,75,0.14041078
Array,Enqueue,4,75,0.153035973
Array,Enqueue,5,75,0.140560706
Array,Enqueue,6,75,0.136966504
Array,Enqueue,7,75,0.139286196
Array,Enqueue,8,75,0.141606397
Array,Enqueue,9,75,0.140337301
Array,Enqueue,10,75,0.142207922
Array,Enqueue,1,76,0.141614862
Array,Enqueue,2,76,0.140944879
Array,Enqueue,3,76,0.142130352
Array,Enqueue,4,76,0.161045514
Array,Enqueue,5,76,0.141583518
Array,Enqueue,6,76,0.143423489
Array,Enqueue,7,76,0.141110067
Array,Enqueue,8,76,0.141958339
Array,Enqueue,9,76,0.141005054
Array,Enqueue,10,76,0.133432133
Array,Enqueue,1,77,0.144352506
Array,Enqueue,2,77,0.143976117
Array,Enqueue,3,77,0.146245132
Array,Enqueue,4,77,0.162976646
Array,Enqueue,5,77,0.142623823
Array,Enqueue,6,77,0.140534503
Array,Enqueue,7,77,0.143346794
Array,Enqueue,8,77,0.145238814
Array,Enqueue,9,77,0.143865867
Array,Enqueue,10,77,0.135420272
Array,Enqueue,1,78,0.142203609
Array,Enqueue,2,78,0.141687293
Array,Enqueue,3,78,0.148833383
Array,Enqueue,4,78,0.171705432
Array,Enqueue,5,78,0.143078011
Array,Enqueue,6,78,0.144286044
Array,Enqueue,7,78,0.143405535
Array,Enqueue,8,78,0.144258412
Array,Enqueue,9,78,0.14304361
Array,Enqueue,10,78,0.136860673
Array,Enqueue,1,79,0.149314686
Array,Enqueue,2,79,0.149004003
Array,Enqueue,3,79,0.148816822
Array,Enqueue,4,79,0.179634999
Array,Enqueue,5,79,0.149969483
Array,Enqueue,6,79,0.145260108
Array,Enqueue,7,79,0.150039501
Array,Enqueue,8,79,0.149532916
Array,Enqueue,9,79,0.149593337
Array,Enqueue,10,79,0.143545472
Array,Enqueue,1,80,0.146625513
Array,Enqueue,2,80,0.144329843
Array,Enqueue,3,80,0.14499369
Array,Enqueue,4,80,0.166708423
Array,Enqueue,5,80,0.144313334
Array,Enqueue,6,80,0.144910868
Array,Enqueue,7,80,0.144963217
Array,Enqueue,8,80,0.147722623
Array,Enqueue,9,80,0.145068991
Array,Enqueue,10,80,0.1470736
Array,Enqueue,1,81,0.153346252
Array,Enqueue,2,81,0.151184918
Array,Enqueue,3,81,0.151920805
Array,Enqueue,4,81,0.174757397
Array,Enqueue,5,81,0.15158123
Array,Enqueue,6,81,0.151899031
Array,Enqueue,7,81,0.151222353
Array,Enqueue,8,81,0.156514234
Array,Enqueue,9,81,0.151005256
Array,Enqueue,10,81,0.152903326
Array,Enqueue,1,82,0.153108217
Array,Enqueue,2,82,0.153007911
Array,Enqueue,3,82,0.153244779
Array,Enqueue,4,82,0.184574685
Array,Enqueue,5,82,0.152252954
Array,Enqueue,6,82,0.145440593
Array,Enqueue,7,82,0.152009219
Array,Enqueue,8,82,0.157076252
Array,Enqueue,9,82,0.153959089
Array,Enqueue,10,82,0.149114277
Array,Enqueue,1,83,0.147841039
Array,Enqueue,2,83,0.148216983
Array,Enqueue,3,83,0.148506382
Array,Enqueue,4,83,0.17100102
Array,Enqueue,5,83,0.147525413
Array,Enqueue,6,83,0.157336935
Array,Enqueue,7,83,0.149741033
Array,Enqueue,8,83,0.151365669
Array,Enqueue,9,83,0.14845374
Array,Enqueue,10,83,0.155125837
Array,Enqueue,1,84,0.154604767
Array,Enqueue,2,84,0.153878612
Array,Enqueue,3,84,0.1530607
Array,Enqueue,4,84,0.173498251
Array,Enqueue,5,84,0.157393209
Array,Enqueue,6,84,0.149463087
Array,Enqueue,7,84,0.153498635
Array,Enqueue,8,84,0.158443944
Array,Enqueue,9,84,0.153695989
Array,Enqueue,10,84,0.150531843
Array,Enqueue,1,85,0.155347118
Array,Enqueue,2,85,0.155683152
Array,Enqueue,3,85,0.156348188
Array,Enqueue,4,85,0.17043067
Array,Enqueue,5,85,0.159390145
Array,Enqueue,6,85,0.161030389
Array,Enqueue,7,85,0.15564262
Array,Enqueue,8,85,0.160044746
Array,Enqueue,9,85,0.157244659
Array,Enqueue,10,85,0.164404646
Array,Enqueue,1,86,0.156328302
Array,Enqueue,2,86,0.152079777
Array,Enqueue,3,86,0.154099037
Array,Enqueue,4,86,0.183672874
Array,Enqueue,5,86,0.156966229
Array,Enqueue,6,86,0.152152106
Array,Enqueue,7,86,0.155175703
Array,Enqueue,8,86,0.155600264
Array,Enqueue,9,86,0.155146045
Array,Enqueue,10,86,0.161586285
Array,Enqueue,1,87,0.166489147
Array,Enqueue,2,87,0.162282144
Array,Enqueue,3,87,0.163249985
Array,Enqueue,4,87,0.185510138
Array,Enqueue,5,87,0.16568424
Array,Enqueue,6,87,0.163205291
Array,Enqueue,7,87,0.159684158
Array,Enqueue,8,87,0.169316566
Array,Enqueue,9,87,0.162125426
Array,Enqueue,10,87,0.16070477
Array,Enqueue,1,88,0.15805029
Array,Enqueue,2,88,0.153375183
Array,Enqueue,3,88,0.154405173
Array,Enqueue,4,88,0.188554912
Array,Enqueue,5,88,0.156551824
Array,Enqueue,6,88,0.159714879
Array,Enqueue,7,88,0.154202995
Array,Enqueue,8,88,0.160631975
Array,Enqueue,9,88,0.151916722
Array,Enqueue,10,88,0.163499223
Array,Enqueue,1,89,0.172488057
Array,Enqueue,2,89,0.165472241
Array,Enqueue,3,89,0.166024044
Array,Enqueue,4,89,0.177287129
Array,Enqueue,5,89,0.168901959
Array,Enqueue,6,89,0.156897852
Array,Enqueue,7,89,0.167557393
Array,Enqueue,8,89,0.167930303
Array,Enqueue,9,89,0.155896472
Array,Enqueue,10,89,0.162440913
Array,Enqueue,1,90,0.162244894
Array,Enqueue,2,90,0.157625278
Array,Enqueue,3,90,0.160034877
Array,Enqueue,4,90,0.184421439
Array,Enqueue,5,90,0.163772167
Array,Enqueue,6,90,0.172020864
Array,Enqueue,7,90,0.162045553
Array,Enqueue,8,90,0.160384261
Array,Enqueue,9,90,0.154979058
Array,Enqueue,10,90,0.164407286
Array,Enqueue,1,91,0.170890887
Array,Enqueue,2,91,0.17293519
Array,Enqueue,3,91,0.166511099
Array,Enqueue,4,91,0.191206271
Array,Enqueue,5,91,0.169804155
Array,Enqueue,6,91,0.1624839
Array,Enqueue,7,91,0.167175
Array,Enqueue,8,91,0.168251706
Array,Enqueue,9,91,0.160623989
Array,Enqueue,10,91,0.154112529
Array,Enqueue,1,92,0.180243343
Array,Enqueue,2,92,0.172058516
Array,Enqueue,3,92,0.172821612
Array,Enqueue,4,92,0.198183701
Array,Enqueue,5,92,0.181181092
Array,Enqueue,6,92,0.158976646
Array,Enqueue,7,92,0.174588403
Array,Enqueue,8,92,0.175106657
Array,Enqueue,9,92,0.172604402
Array,Enqueue,10,92,0.168587186
Array,Enqueue,1,93,0.163946494
Array,Enqueue,2,93,0.168122025
Array,Enqueue,3,93,0.160964951
Array,Enqueue,4,93,0.200569324
Array,Enqueue,5,93,0.170337057
Array,Enqueue,6,93,0.17719
Array,Enqueue,7,93,0.161728354
Array,Enqueue,8,93,0.161976992
Array,Enqueue,9,93,0.163381814
Array,Enqueue,10,93,0.17366641
Array,Enqueue,1,94,0.178530185
Array,Enqueue,2,94,0.17964198
Array,Enqueue,3,94,0.175602219
Array,Enqueue,4,94,0.192095536
Array,Enqueue,5,94,0.184634247
Array,Enqueue,6,94,0.184136573
Array,Enqueue,7,94,0.178497006
Array,Enqueue,8,94,0.182838417
Array,Enqueue,9,94,0.178241975
Array,Enqueue,10,94,0.179734815
Array,Enqueue,1,95,0.180374792
Array,Enqueue,2,95,0.178224732
Array,Enqueue,3,95,0.183644925
Array,Enqueue,4,95,0.196607905
Array,Enqueue,5,95,0.186037202
Array,Enqueue,6,95,0.173587171
Array,Enqueue,7,95,0.18102516
Array,Enqueue,8,95,0.184018626
Array,Enqueue,9,95,0.178061278
Array,Enqueue,10,95,0.171808929
Array,Enqueue,1,96,0.163206479
Array,Enqueue,2,96,0.164574141
Array,Enqueue,3,96,0.169746805
Array,Enqueue,4,96,0.191159313
Array,Enqueue,5,96,0.169996662
Array,Enqueue,6,96,0.165297415
Array,Enqueue,7,96,0.158844429
Array,Enqueue,8,96,0.164658153
Array,Enqueue,9,96,0.159550937
Array,Enqueue,10,96,0.172476876
Array,Enqueue,1,97,0.167622493
Array,Enqueue,2,97,0.165565955
Array,Enqueue,3,97,0.163494204
Array,Enqueue,4,97,0.199515238
Array,Enqueue,5,97,0.169346473
Array,Enqueue,6,97,0.174206102
Array,Enqueue,7,97,0.168716663
Array,Enqueue,8,97,0.168476053
Array,Enqueue,9,97,0.16726025
Array,Enqueue,10,97,0.179632628
Array,Enqueue,1,98,0.174992455
Array,Enqueue,2,98,0.182117946
Array,Enqueue,3,98,0.177667927
Array,Enqueue,4,98,0.215442137
Array,Enqueue,5,98,0.179322798
Array,Enqueue,6,98,0.182162036
Array,Enqueue,7,98,0.180136353
Array,Enqueue,8,98,0.187275316
Array,Enqueue,9,98,0.177080201
Array,Enqueue,10,98,0.189715733
Array,Enqueue,1,99,0.186187746
Array,Enqueue,2,99,0.193389757
Array,Enqueue,3,99,0.187529418
Array,Enqueue,4,99,0.202469382
Array,Enqueue,5,99,0.191708501
Array,Enqueue,6,99,0.184892763
Array,Enqueue,7,99,0.187628806
Array,Enqueue,8,99,0.19342631
Array,Enqueue,9,99,0.185783361
Array,Enqueue,10,99,0.196612174
Array,Enqueue,1,100,0.191279055
Array,Enqueue,2,100,0.197534019
Array,Enqueue,3,100,0.194655058
Array,Enqueue,4,100,0.232886608
Array,Enqueue,5,100,0.194770523
Array,Enqueue,6,100,0.185577786
Array,Enqueue,7,100,0.191240129
Array,Enqueue,8,100,0.187813321
Array,Enqueue,9,100,0.1892029
Array,Enqueue,10,100,0.20165388
LinkedList,Enqueue,1,1,0.013760097
LinkedList,Enqueue,2,1,0.012431077
LinkedList,Enqueue,3,1,0.012109621
LinkedList,Enqueue,4,1,0.012155429
LinkedList,Enqueue,5,1,0.012299285
LinkedList,Enqueue,6,1,0.012721465
LinkedList,Enqueue,7,1,0.012431357
LinkedList,Enqueue,8,1,0.013102025
LinkedList,Enqueue,9,1,0.01312856
LinkedList,Enqueue,10,1,0.01261783
LinkedList,Enqueue,1,2,0.009045454
LinkedList,Enqueue,2,2,0.007398723
LinkedList,Enqueue,3,2,0.007164064
LinkedList,Enqueue,4,2,0.007131923
LinkedList,Enqueue,5,2,0.007126467
LinkedList,Enqueue,6,2,0.007110252
LinkedList,Enqueue,7,2,0.007156683
LinkedList,Enqueue,8,2,0.007056425
